fullName,states,latitude,longitude,designation,parkCode,activities,entranceFees
Theodore Roosevelt National Park,ND,47.17777274,-103.4300083,National Park,thro,"Auto and ATV,Scenic Driving,Astronomy,Stargazing,Biking,Road Biking,Camping,Backcountry Camping,Car or Front Country Camping,Horse Camping (see also Horse/Stock Use),Group Camping,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Hiking,Backcountry Hiking,Front-Country Hiking,Off-Trail Permitted Hiking,Horse Trekking,Horse Camping (see also camping),Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",30.00
Thomas Cole National Historic Site,NY,42.22570607,-73.86154864,National Historic Site,thco,"Arts and Culture,Guided Tours,Self-Guided Tours - Walking,Wildlife Watching,Birdwatching,Museum Exhibits",
Thomas Edison National Historical Park,NJ,40.78549896,-74.23821139,National Historical Park,edis,"Guided Tours,Self-Guided Tours - Walking,Junior Ranger Program",10.00
Thomas Jefferson Memorial,DC,38.88101431,-77.03632572,,thje,"Guided Tours,Self-Guided Tours - Walking,Junior Ranger Program",
Thomas Stone National Historic Site,MD,38.52934443,-77.037813,National Historic Site,thst,"Guided Tours,Hiking,Junior Ranger Program,Wildlife Watching,Shopping,Bookstore and Park Store",
Timpanogos Cave National Monument,UT,40.44039719,-111.7093944,National Monument,tica,"Caving,Guided Tours,Hiking,Junior Ranger Program",12.00
Timucuan Ecological & Historic Preserve,FL,30.47251894,-81.49950104,Ecological & Historic Preserve,timu,"Auto and ATV,Scenic Driving,Biking,Boating,Motorized Boating,Fishing,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Hiking,Living History,Historic Weapons Demonstration,Paddling,Canoeing,Kayaking,Stand Up Paddleboarding,Junior Ranger Program,Swimming,Saltwater Swimming,Wildlife Watching,Birdwatching,Museum Exhibits,Shopping,Bookstore and Park Store",
Tonto National Monument,AZ,33.64842945,-111.1135627,National Monument,tont,"Biking,Road Biking,Food,Picnicking,Guided Tours,Hiking,Front-Country Hiking,Junior Ranger Program,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",10.00
Touro Synagogue National Historic Site,RI,41.4893,-71.3121,National Historic Site,tosy,"Arts and Culture,Cultural Demonstrations,Guided Tours",
Trail Of Tears National Historic Trail,"AL,AR,GA,IL,KY,MO,NC,OK,TN",36.0530021046,-89.6761041963,National Historic Trail,trte,"Arts and Culture,Craft Demonstrations,Auto and ATV,Scenic Driving,Guided Tours,Self-Guided Tours - Auto,Junior Ranger Program,Museum Exhibits",
Tule Lake National Monument,CA,41.88727902,-121.3744818,National Monument,tule,"Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Museum Exhibits,Shopping,Bookstore and Park Store",
Tule Springs Fossil Beds National Monument,NV,36.3893217,-115.3202223,National Monument,tusk,"Astronomy,Stargazing,Biking,Mountain Biking,Road Biking,Food,Picnicking,Hiking,Front-Country Hiking,Horse Trekking,Horseback Riding,Junior Ranger Program,Wildlife Watching,Birdwatching",
Tumacácori National Historical Park,AZ,31.567824,-111.051223,National Historical Park,tuma,"Arts and Culture,Craft Demonstrations,Cultural Demonstrations,Live Music,Astronomy,Compass and GPS,Geocaching,Food,Dining,Guided Tours,Self-Guided Tours - Walking,Hiking,Front-Country Hiking,Living History,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",10.00
Tupelo National Battlefield,MS,34.25557705,-88.73708623,National Battlefield,tupe,"Guided Tours,Self-Guided Tours - Walking",
Tuskegee Airmen National Historic Site,AL,32.45538671,-85.67983321,National Historic Site,tuai,"Guided Tours,Self-Guided Tours - Walking,Park Film,Museum Exhibits",
Tuskegee Institute National Historic Site,AL,32.42962115,-85.70488498,National Historic Site,tuin,"Guided Tours,Junior Ranger Program,Museum Exhibits",
Tuzigoot National Monument,AZ,34.77296377,-112.0279069,National Monument,tuzi,"Guided Tours,Self-Guided Tours - Walking,Hiking,Junior Ranger Program,Wildlife Watching,Birdwatching,Museum Exhibits,Shopping,Bookstore and Park Store",10.00
Ulysses S Grant National Historic Site,MO,38.55182374,-90.35169255,National Historic Site,ulsg,"Arts and Culture,Cultural Demonstrations,Live Music,Biking,Compass and GPS,Geocaching,Guided Tours,Self-Guided Tours - Walking,Living History,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",
Upper Delaware Scenic & Recreational River,"NY,PA",41.66172578,-75.03861562,Scenic & Recreational River,upde,"Boating,Camping,Fishing,Freshwater Fishing,Fly Fishing,Hiking,Paddling,Canoeing,Canoe or Kayak Camping,Kayaking,Whitewater Rafting,Junior Ranger Program,Tubing,River Tubing,Wildlife Watching,Birdwatching,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",
Valles Caldera National Preserve,NM,35.91682872,-106.5195724,National Preserve,vall,"Astronomy,Stargazing,Biking,Mountain Biking,Road Biking,Fishing,Freshwater Fishing,Fly Fishing,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Hiking,Backcountry Hiking,Front-Country Hiking,Off-Trail Permitted Hiking,Horse Trekking,Horseback Riding,Hunting and Gathering,Hunting,Junior Ranger Program,Skiing,Cross-Country Skiing,Snowshoeing,Wildlife Watching,Birdwatching,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",25.00
Valley Forge National Historical Park,PA,40.10054985,-75.44581889,National Historical Park,vafo,"Auto and ATV,Scenic Driving,Biking,Fishing,Fly Fishing,Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Hiking,Horse Trekking,Living History,Historic Weapons Demonstration,First Person Interpretation,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",
Vanderbilt Mansion National Historic Site,NY,41.79697937,-73.94205557,National Historic Site,vama,"Arts and Culture,Compass and GPS,Geocaching,Guided Tours,Hands-On,Citizen Science,Hiking,Junior Ranger Program,Shopping,Bookstore and Park Store",15.00
Vicksburg National Military Park,"MS,LA",32.3621286,-90.85030186,National Military Park,vick,"Auto and ATV,Scenic Driving,Biking,Road Biking,Food,Picnicking,Guided Tours,Self-Guided Tours - Auto,Hiking,Front-Country Hiking,Living History,Historic Weapons Demonstration,Junior Ranger Program,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",20.00
Vietnam Veterans Memorial,DC,38.89096297,-77.04765735,,vive,"Guided Tours,Self-Guided Tours - Walking,Junior Ranger Program",
Virgin Islands Coral Reef National Monument,VI,18.28996918,-64.70683395,National Monument,vicr,"Boating,Motorized Boating,Sailing,Fishing,Fly Fishing,Saltwater Fishing,Paddling,Kayaking,Stand Up Paddleboarding,SCUBA Diving,Snorkeling,Swimming,Saltwater Swimming,Wildlife Watching,Birdwatching",
Virgin Islands National Park,VI,18.34279656,-64.74194451,National Park,viis,"Arts and Culture,Craft Demonstrations,Cultural Demonstrations,Astronomy,Stargazing,Boating,Motorized Boating,Sailing,Camping,Car or Front Country Camping,Fishing,Fly Fishing,Saltwater Fishing,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Hiking,Backcountry Hiking,Front-Country Hiking,Paddling,Kayaking,Stand Up Paddleboarding,SCUBA Diving,Snorkeling,Swimming,Saltwater Swimming,Wildlife Watching,Birdwatching,Shopping,Bookstore and Park Store",
Voyageurs National Park,MN,48.48370609,-92.8382913,National Park,voya,"Arts and Culture,Cultural Demonstrations,Astronomy,Stargazing,Biking,Boating,Motorized Boating,Sailing,Boat Tour,Camping,Backcountry Camping,Canoe or Kayak Camping,Group Camping,RV Camping,Fishing,Freshwater Fishing,Food,Dining,Picnicking,Guided Tours,Self-Guided Tours - Walking,Boat Tour,Hiking,Backcountry Hiking,Front-Country Hiking,Living History,Reenactments,Paddling,Canoeing,Canoe or Kayak Camping,Kayaking,Junior Ranger Program,Tubing,Snow Tubing,Skiing,Cross-Country Skiing,Snowmobiling,Snowshoeing,Swimming,Freshwater Swimming,Water Skiing,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",
Waco Mammoth National Monument,TX,31.60465887,-97.17606143,National Monument,waco,"Guided Tours,Hands-On",
Walnut Canyon National Monument,AZ,35.16822994,-111.5024239,National Monument,waca,"Guided Tours,Self-Guided Tours - Walking,Hiking,Front-Country Hiking,Junior Ranger Program,Park Film,Shopping,Bookstore and Park Store",25.00
War In The Pacific National Historical Park,GU,13.43795691,144.6922461,National Historical Park,wapa,"Astronomy,Hiking,Junior Ranger Program,Snorkeling,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",
Washington Monument,DC,38.88948,-77.035207,,wamo,"Guided Tours,Self-Guided Tours - Walking,Junior Ranger Program,Shopping,Bookstore and Park Store",1.00
Washington-Rochambeau Revolutionary Route National Historic Trail,"MA,RI,CT,NY,NJ,PA,DE,MD,VA,DC",40.0958204557,-74.8563515109,National Historic Trail,waro,,
Washita Battlefield National Historic Site,OK,35.62083963,-99.70445143,National Historic Site,waba,"Arts and Culture,Guided Tours,Self-Guided Tours - Walking,Hands-On,Citizen Science,Hiking,Front-Country Hiking,Living History,Reenactments,Junior Ranger Program,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",
Weir Farm National Historical Park,CT,41.25886268,-73.45452542,National Historical Park,wefa,"Arts and Culture,Guided Tours,Hands-On,Citizen Science,Arts and Crafts,Junior Ranger Program,Park Film,Museum Exhibits",
Whiskeytown National Recreation Area,CA,40.61359941,-122.6022657,National Recreation Area,whis,"Astronomy,Stargazing,Biking,Mountain Biking,Road Biking,Boating,Motorized Boating,Sailing,Camping,Backcountry Camping,Car or Front Country Camping,Horse Camping (see also Horse/Stock Use),Group Camping,RV Camping,Fishing,Freshwater Fishing,Fly Fishing,Food,Picnicking,Guided Tours,Hiking,Backcountry Hiking,Front-Country Hiking,Horse Trekking,Horse Camping (see also camping),Horseback Riding,Hunting and Gathering,Hunting,Living History,First Person Interpretation,Paddling,Canoeing,Kayaking,Stand Up Paddleboarding,Junior Ranger Program,SCUBA Diving,Swimming,Freshwater Swimming,Water Skiing,Wildlife Watching,Birdwatching,Museum Exhibits,Shopping,Bookstore and Park Store",15.00
White Sands National Park,NM,32.77907858,-106.3333461,National Park,whsa,"Auto and ATV,Scenic Driving,Biking,Road Biking,Camping,Backcountry Camping,Food,Picnicking,Guided Tours,Hiking,Junior Ranger Program",25.00
Whitman Mission National Historic Site,WA,46.04119286,-118.4629388,National Historic Site,whmi,"Arts and Culture,Cultural Demonstrations,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Hiking,Front-Country Hiking,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",
William Howard Taft National Historic Site,OH,39.11970352,-84.50758951,National Historic Site,wiho,"Food,Dining,Guided Tours,Junior Ranger Program,Park Film,Shopping,Bookstore and Park Store",
Wilson's Creek National Battlefield,MO,37.1000127,-93.40986704,National Battlefield,wicr,"Arts and Culture,Cultural Demonstrations,Live Music,Auto and ATV,Scenic Driving,Biking,Road Biking,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Hiking,Front-Country Hiking,Horse Trekking,Horseback Riding,Living History,Historic Weapons Demonstration,First Person Interpretation,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",
Wind Cave National Park,SD,43.58012365,-103.4394709,National Park,wica,"Auto and ATV,Scenic Driving,Biking,Road Biking,Camping,Backcountry Camping,Car or Front Country Camping,Group Camping,RV Camping,Caving,Food,Picnicking,Guided Tours,Self-Guided Tours - Auto,Hiking,Backcountry Hiking,Front-Country Hiking,Horse Trekking,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",
Wing Luke Museum Affiliated Area,WA,47.59820859,-122.3228912,Affiliated Area,wing,"Guided Tours,Self-Guided Tours - Walking,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",
Wolf Trap National Park for the Performing Arts,VA,38.93854526,-77.265089,,wotr,"Arts and Culture,Live Music,Theater,Food,Picnicking,Guided Tours,Hiking,Junior Ranger Program",
Women's Rights National Historical Park,NY,42.90817073,-76.81655558,National Historical Park,wori,"Guided Tours,Hands-On,Arts and Crafts,Junior Ranger Program,Park Film,Museum Exhibits",
World War I Memorial,DC,38.8959,-77.0329,,wwim,"Guided Tours,Self-Guided Tours - Walking",
World War II Memorial,DC,38.88923917,-77.0403759,,wwii,"Guided Tours,Self-Guided Tours - Walking,Junior Ranger Program",
Wrangell - St Elias National Park & Preserve,AK,61.4182147,-142.6028439,National Park & Preserve,wrst,"Arts and Culture,Auto and ATV,ATV Off-Roading,Auto Off-Roading,Scenic Driving,Biking,Mountain Biking,Boating,Camping,Backcountry Camping,Canoe or Kayak Camping,Car or Front Country Camping,Group Camping,RV Camping,Canyoneering,Climbing,Mountain Climbing,Fishing,Freshwater Fishing,Fly Fishing,Saltwater Fishing,Flying,Fixed Wing Flying,Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Hiking,Backcountry Hiking,Front-Country Hiking,Hunting and Gathering,Gathering and Foraging,Hunting,Paddling,Junior Ranger Program,Snowmobiling,Snowshoeing,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",
Wright Brothers National Memorial,NC,36.01637713,-75.66997163,National Memorial,wrbr,"Flying,Junior Ranger Program,Museum Exhibits,Shopping,Bookstore and Park Store",10.00
Wupatki National Monument,AZ,35.55741077,-111.3957216,National Monument,wupa,"Auto and ATV,Scenic Driving,Biking,Road Biking,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Hands-On,Citizen Science,Hiking,Front-Country Hiking,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",25.00
Yellowstone National Park,"ID,MT,WY",44.59824417,-110.5471695,National Park,yell,"Arts and Culture,Auto and ATV,Scenic Driving,Astronomy,Biking,Mountain Biking,Road Biking,Boating,Boat Tour,Camping,Backcountry Camping,Canoe or Kayak Camping,Car or Front Country Camping,Horse Camping (see also Horse/Stock Use),Group Camping,RV Camping,Fishing,Freshwater Fishing,Fly Fishing,Food,Dining,Picnicking,Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Bus/Shuttle Guided Tour,Boat Tour,Hands-On,Arts and Crafts,Volunteer Vacation,Hiking,Backcountry Hiking,Front-Country Hiking,Horse Trekking,Horseback Riding,Paddling,Canoeing,Canoe or Kayak Camping,Kayaking,Junior Ranger Program,Skiing,Cross-Country Skiing,Snow Play,Snowmobiling,Snowshoeing,Swimming,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",35.00
Yorktown Battlefield Part of Colonial National Historical Park,VA,37.2195,-76.4983,Part of Colonial National Historical Park,york,"Biking,Road Biking,Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Hiking,Front-Country Hiking,Horse Trekking,Horseback Riding,Living History,Reenactments,Historic Weapons Demonstration,First Person Interpretation,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",15.00
Yosemite National Park,CA,37.84883288,-119.5571873,National Park,yose,"Arts and Culture,Auto and ATV,Scenic Driving,Astronomy,Biking,Boating,Camping,Backcountry Camping,Climbing,Fishing,Food,Guided Tours,Hands-On,Hiking,Backcountry Hiking,Horse Trekking,Horseback Riding,Ice Skating,Living History,Paddling,Junior Ranger Program,Tubing,Snow Tubing,Skiing,Snow Play,Snowshoeing,Swimming,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",35.00
Yucca House National Monument,CO,37.24778944,-108.6861274,National Monument,yuho,"Guided Tours,Self-Guided Tours - Walking",
Yukon - Charley Rivers National Preserve,AK,65.0935608,-142.7960021,National Preserve,yuch,"Boating,Motorized Boating,Camping,Backcountry Camping,Canoe or Kayak Camping,Dog Sledding,Fishing,Hiking,Backcountry Hiking,Hunting and Gathering,Hunting,Paddling,Canoeing,Kayaking,Whitewater Rafting,Junior Ranger Program,Skiing,Cross-Country Skiing,Snowmobiling,Wildlife Watching,Birdwatching",
Zion National Park,UT,37.29839254,-113.0265138,National Park,zion,"Arts and Culture,Astronomy,Stargazing,Biking,Road Biking,Camping,Backcountry Camping,Car or Front Country Camping,Horse Camping (see also Horse/Stock Use),Canyoneering,Climbing,Rock Climbing,Guided Tours,Hiking,Front-Country Hiking,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",35.00
